idEvent,Season,strTimestamp,Round,HomeTeam,FullTimeHomeGoals,AwayTeam,FullTimeAwayGoals
2070204,2024/25,5/18/25 11:00,Round 37,Everton,2,Southampton,0
2070207,2024/25,5/18/25 13:15,Round 37,West Ham,1,Nott'm Forest,2
2070200,2024/25,5/18/25 14:00,Round 37,Brentford,2,Fulham,3
2070205,2024/25,5/18/25 14:00,Round 37,Leicester,2,Ipswich,0
2070198,2024/25,5/18/25 15:30,Round 37,Arsenal,1,Newcastle,0
2070201,2024/25,5/19/25 19:00,Round 37,Brighton,3,Liverpool,2
2070203,2024/25,5/20/25 19:00,Round 37,Crystal Palace,4,Wolves,2
2070206,2024/25,5/20/25 19:00,Round 37,Man City,3,Bournemouth,1
2070208,2024/25,5/25/25 15:00,Round 38,Bournemouth,2,Leicester,0
2070209,2024/25,5/25/25 15:00,Round 38,Fulham,0,Man City,2
2070210,2024/25,5/25/25 15:00,Round 38,Ipswich,1,West Ham,3
2070211,2024/25,5/25/25 15:00,Round 38,Liverpool,1,Crystal Palace,1
2070212,2024/25,5/25/25 15:00,Round 38,Man United,2,Aston Villa,0
2070213,2024/25,5/25/25 15:00,Round 38,Newcastle,0,Everton,1
2070214,2024/25,5/25/25 15:00,Round 38,Nott'm Forest,0,Chelsea,1
2070215,2024/25,5/25/25 15:00,Round 38,Southampton,1,Arsenal,2
2070216,2024/25,5/25/25 15:00,Round 38,Tottenham,1,Brighton,4
2070217,2024/25,5/25/25 15:00,Round 38,Wolves,1,Brentford,1
